,Unnamed: 0,lin_svr,poly_svr,rbf_svr,lstm,rf
0,511,,,,41976.97909481931,19.42054557800293
1,512,,,,42876.181425424635,19.61420440673828
2,513,,,,44353.0467540526,18.796897888183597
3,514,,,,45920.27535565795,18.81250762939453
4,515,,,,47462.05828298176,20.42466354370117
5,516,,,,48955.51652091628,21.366989135742188
6,517,,,,50396.412470982104,21.903335571289062
